datetime,heading,datetime,ret,label
2022-04-01 10:11:00,"  Bitcoin and Ether See Worst Day in Weeks, Dogecoin and Shiba Inu Tumble -- and What Else Is Happening in Crypto -- Barrons.com",2022-04-01 10:11:00,0.033824217032628834,1
2022-04-01 10:30:00,  Press Release: BitNile Holdings Issues March Bitcoin Production and Mining Operation Report,2022-04-01 10:30:00,0.03188778083221799,1
2022-04-01 12:07:00,  Press Release: Future FinTech to Participate in the Bitcoin 2022 Conference,2022-04-01 12:07:00,0.03549710789196503,1
2022-04-01 12:57:00,"  Press Release: TradeUP Global Corporation And SAITECH Limited Announce Effectiveness of Registration Statement and April 22, 2022 Extrao...",2022-04-01 12:57:00,0.03161116449628332,1
2022-04-04 05:30:00,  PRESS RELEASE: Northern Data reports on operations for March 2022 and announces the date for publication of its 2021 Annual Report,2022-04-04 05:30:00,0.012570068174440063,1
2022-04-04 10:34:00,"  Bitcoin Prices Slip, Dogecoin Gains -- and What Else Is Happening in Crypto Today -- Barrons.com",2022-04-04 10:34:00,0.015901323086855212,1
2022-04-04 11:06:00,  Press Release: Stronghold Digital Mining Announces Upcoming Conference Participation,2022-04-04 11:06:00,0.012516269956020398,1
2022-04-04 13:14:00,  Press Release: GEM Mining Announces a 26% Increase in Bitcoin Mined in March 2022,2022-04-04 13:14:00,0.010379454348425687,0
2022-04-04 20:42:00,  Press Release: Bitfarms to Participate in April Conferences,2022-04-04 20:42:00,-0.014825725565521197,-1
2022-04-04 21:15:00,"  *Sphere 3D Corp . and Gryphon Digital Mining, Inc. Move Forward After Mutual Agreement Not to Proceed With Merger",2022-04-04 21:15:00,-0.01262463518849688,-1
2022-04-04 21:17:00,  Press Release: Marathon Digital Holdings Announces Bitcoin Production and Mining Operation Updates for March 2022,2022-04-04 21:17:00,-0.012521251260449229,-1
2022-04-05 10:14:00,"  Bitcoin Prices Rise, Dogecoin Outperforms, and What Else Is Happening in Crypto -- Barrons.com",2022-04-05 10:14:00,-0.030735092650359896,-1
2022-04-05 11:00:00,  Press Release: Hut 8 Mining Monthly Production Update for March 2022,2022-04-05 11:00:00,-0.03366588833732209,-1
2022-04-05 11:30:00,  Press Release: BitNile Holdings Issues Update that Company Has Invested a Total of $127 Million on Data Center and Bitcoin Miners,2022-04-05 11:30:00,-0.038777072052864514,-1
2022-04-05 11:35:00,  *Sphere 3D Names Patricia Trompeter CEO; Duncan McEwan Transitions To Chairman Of The Board >ANY,2022-04-05 11:35:00,-0.03780158444364423,-1
2022-04-05 11:57:00,"  Press Release: Bitstop, Miami's Bitcoin ATM Pioneer, Unveils Its Next Generation NFT ATM at Bitcoin 2022 Conference in Miami Beach, April 6...",2022-04-05 11:57:00,-0.040456987462360816,-1
2022-04-05 12:00:00,"  Press Release: Bit Digital, Inc . and BitMine Immersion Technologies, Inc . Sign Letter of Intent for Hosting 7,000 ASIC Mining Computers",2022-04-05 12:00:00,-0.04248125153458804,-1
2022-04-05 12:30:00,"  Press Release: Marathon Digital Holdings Announces Intent To Transition Hardin, Montana Bitcoin Mining Operations to More Sustainable Power Sources",2022-04-05 12:30:00,-0.04848053308287803,-1
2022-04-05 13:00:00,  Press Release: CleanSpark Announces March 2022 Bitcoin Production,2022-04-05 13:00:00,-0.042627000138768745,-1
2022-04-05 14:00:00,  Crypto Mortgages Test Home Buyers' Appetite in Digital-Currency World -- WSJ,2022-04-05 14:00:00,-0.04938006310150822,-1
2022-04-05 20:47:00,  Press Release: Riot Blockchain Announces March 2022 Production and Operations Updates,2022-04-05 20:47:00,-0.03799693318729458,-1
2022-04-05 22:55:00,  Press Release: Exodus to Participate in Bitcoin 2022 Conference,2022-04-05 22:55:00,-0.049150481597749596,-1
2022-04-06 09:54:00,"  Bitcoin and Ether Prices Fall, Dogecoin Prices Soar -- and What Else Is Happening in Crypto -- Barrons.com",2022-04-06 09:54:00,-0.042112754201424574,-1
2022-04-06 13:28:00,  Press Release: Gryphon Digital Mining Announces March Operational Update,2022-04-06 13:28:00,-0.03384370190663477,-1
2022-04-06 13:31:00,  Press Release: BitPay Adds Support for Bitcoin Lightning Network Payments,2022-04-06 13:31:00,-0.0346306613398657,-1
2022-04-06 23:56:00,  Regulatory Uncertainty Is a Barrier for Wider Bitcoin Adoption -- WSJ,2022-04-06 23:56:00,0.007677950382564358,0
2022-04-07 00:30:00,  Regulatory Uncertainty Is a Barrier for Wider Bitcoin Adoption,2022-04-07 00:30:00,-0.0008191580767880069,0
2022-04-07 10:06:00,"  Bitcoin Prices Fall Below Key Level, Dogecoin Drops -- and What Else Is Happening in Crypto -- Barrons.com",2022-04-07 10:06:00,0.0027632337018719255,0
2022-04-07 11:08:00,  Press Release: Bitfarms Up-listing to the Toronto Stock Exchange,2022-04-07 11:08:00,-0.005837669801953216,0
2022-04-07 12:19:00,  Press Release: Iris Energy Limited Announces Monthly Investor Update for March 2022,2022-04-07 12:19:00,-0.011505903242960858,-1
2022-04-07 13:00:00,  Press Release: Arculus Chief Innovation Officer to Speak at Bitcoin 2022 in Miami,2022-04-07 13:00:00,-0.01052013187268952,0
2022-04-07 19:00:00,  Press Release: Netki and AlphaPoint Announce Partnership to Facilitate Crypto Onboarding Projects Worldwide,2022-04-07 19:00:00,-0.01817753665434363,-1
2022-04-07 19:38:00,  Press Release: Voltage releases Surge and their Next Generation platform to bring enterprise tooling to Bitcoin,2022-04-07 19:38:00,-0.014915645282883472,-1
2022-04-07 21:11:00,  Press Release: Strike Launches Shopify Integration Bringing Bitcoin Lighting Payments to Merchants,2022-04-07 21:11:00,-0.01779464964667532,-1
2022-04-07 21:29:00,  Press Release: Celsius Unveils Wrapped Bitcoin at Bitcoin 2022,2022-04-07 21:29:00,-0.012436973470437707,-1
2022-04-08 10:35:00,"  Bitcoin Prices Rise, Ether Outperforms -- and What Else Is Happening in Crypto -- Barrons.com",2022-04-08 10:35:00,-0.025387540417797894,-1
2022-04-08 16:40:00,"  Peter Thiel Deems Buffett, Dimon, Fink 'Enemies' of Bitcoin -- WSJ",2022-04-08 16:40:00,-0.026819570034408602,-1
2022-04-08 16:50:00,"                             Peter Thiel Says Buffett, Dimon, Fink Are Enemies of Bitcoin",2022-04-08 16:50:00,-0.023101730479964444,-1
2022-04-08 17:18:00,                             Tesla and Block Partner With Blockstream to Create Solar-Powered Bitcoin Mining Plant -- Barrons.com,2022-04-08 17:18:00,-0.009913735268466173,0
2022-04-08 18:10:00,"  Peter Thiel Deems Buffett, Dimon, Fink Enemies of Bitcoin -- Update",2022-04-08 18:10:00,-0.0083033279770246,0
2022-04-08 20:40:00,  Top News Today: Russian Missile Hits Ukrainian Train Station; Treasury Yields Hit Multiyear Highs; Stocks Mixed,2022-04-08 20:40:00,-0.007168675542770231,0
2022-04-09 06:32:00,  Thiel Criticizes Crypto Skeptics -- WSJ,2022-04-09 06:32:00,0.0049785520465943645,0
2022-04-11 10:59:00,"  Bitcoin Prices Keep Slipping With Cryptos Under Pressure. Why One Trader Is Eyeing a Tumble to $30,000. -- Barrons.com",2022-04-11 10:59:00,-0.03512190360703127,-1
2022-04-11 11:03:00,"  The Morning Risk Report: Former Goldman Sachs Banker Convicted of Bribery, Money-Laundering in 1MDB Case",2022-04-11 11:03:00,-0.033792447337454234,-1
2022-04-11 12:00:00,  Press Release: Singularity Future Technology and Golden Mainland Form Bitcoin Mining Joint-Venture,2022-04-11 12:00:00,-0.018740026662036446,-1
2022-04-11 21:20:00,  Press Release: TeraWulf Inc. Announces Proposed Public Offering of Common Stock,2022-04-11 21:20:00,-0.0021566069115760422,0
2022-04-12 09:08:00,  Bitcoin Trading in Line With Risk Assets -- Market Talk,2022-04-12 09:08:00,0.000874341687544522,0
2022-04-12 11:05:00,  Press Release: Bitcoin Well Adds Locations Through Partner Program,2022-04-12 11:05:00,-0.006165318475814696,0
2022-04-12 12:00:00,"  Bitcoin Prices Slide to $40,000. Why the Outlook May Be Worse for Ether. -- Barrons.com",2022-04-12 12:00:00,-0.01586273073799782,-1
2022-04-13 10:56:00,  Bitcoin Prices Are Steadying. What Inflation Data Means for Crypto. -- Barrons.com,2022-04-13 10:56:00,0.030950922906876954,1
2022-04-13 13:00:00,  Press Release: CleanSpark Among Top 50 Fastest Growing Companies,2022-04-13 13:00:00,0.03646103409007395,1
2022-04-14 11:00:00,  Press Release: Mijem Newcomm Tech Inc. Announces Scholarship Giveaway with Bitcoin Association for BSV,2022-04-14 11:00:00,-0.016945909889429345,-1
2022-04-14 11:48:00,"  Bitcoin Prices Are Rising. But Whales Are Making Waves, Signalling It Might Not Last. -- Barrons.com",2022-04-14 11:48:00,-0.019027793235820822,-1
2022-04-14 13:00:00,  Press Release: LQwD to Present at NobleCon Investor Conference,2022-04-14 13:00:00,-0.024319416238751446,-1
2022-04-14 18:00:00,  Press Release: Everbowl(TM) Continues Bitcoin Business Transformation,2022-04-14 18:00:00,0.011596488122207704,1
2022-04-14 20:32:00,  Press Release: Bitcoin Well CEO and CRO to Present at Alberta Technology Symposium,2022-04-14 20:32:00,0.012171605164341459,1
2022-04-15 09:01:00,"  Bitcoin Falls Below $41,000 as Bond Yields Rise, Ether Stumbles -- Barrons.com",2022-04-15 09:01:00,0.004984533505426825,0
2022-04-15 16:00:00,"  Press Release: Bit Digital, Inc. Announces 2021 Financial Highlights",2022-04-15 16:00:00,-0.009254076940233502,0
2022-04-15 16:35:00,                             Bit Digital Says 2021 Bitcoin Mining Revenue Rose to $96.1M,2022-04-15 16:35:00,-0.004302956928529333,0
2022-04-18 13:10:00,  *Core Scientific Begins Reporting Daily Bitcoin Production,2022-04-18 13:10:00,0.038205502364630606,1
2022-04-19 09:30:00,  Crypto Stocks Perform Worse Than Cryptocurrencies -- WSJ,2022-04-19 09:30:00,0.023307420606059503,1
2022-04-19 10:23:00,  Bitcoin Prices Jump as Cryptocurrencies Rebound From Selloff -- Barrons.com,2022-04-19 10:23:00,0.022956362217094517,1
2022-04-19 13:00:00,"  *Mawson Infrastructure Group Inc. Announces March 2022 Bitcoin Self-Mining, Hosting Co-location and Operational Update",2022-04-19 13:00:00,0.02531682624156284,1
2022-04-19 13:00:00,"  Press Release: LQwD Continues Node Transaction Growth, and Launches Strategic India Node",2022-04-19 13:00:00,0.02531682624156284,1
2022-04-19 13:07:00,  Press Release: Wolters Kluwer Regulatory Expert Offers Bitcoin Banking Insights at 2022 Western Bankers Annual Conference,2022-04-19 13:07:00,0.027909165916683465,1
2022-04-19 22:28:00,  Crypto Stocks Perform Worse Than Cryptocurrencies -- Update,2022-04-19 22:28:00,0.004091688861330711,0
2022-04-20 06:33:00,  Crypto Stocks Perform Worse Than Currencies -- WSJ,2022-04-20 06:33:00,0.002037822585842841,0
2022-04-20 10:42:00,  Bitcoin Prices Rise. One Reason to Be Bullish as Stocks Push Cryptos Around. -- Barrons.com,2022-04-20 10:42:00,0.009463330282393878,0
2022-04-20 11:31:00,  Press Release: Purpose Investments Celebrates One Year of World's First Ether ETF with New Crypto Web Platform,2022-04-20 11:31:00,0.014185426192638184,1
2022-04-20 14:50:00,  Telos' Decentralization Rivals that of Bitcoin and Ethereum,2022-04-20 14:50:00,0.020572994351369722,1
2022-04-21 10:29:00,"  Bitcoin Prices Are Rising, but Cryptos Can't Stop Treading Water -- Barrons.com",2022-04-21 10:29:00,-0.04322848257356393,-1
2022-04-21 10:30:00,  Press Release: BitNile Holdings to Launch Bitcoin Lending Platform Through Its Digital Power Lending Subsidiary,2022-04-21 10:30:00,-0.04265062491879712,-1
2022-04-21 12:30:00,  Press Release: SFLMaven to Accept Bitcoin as Payment for Product Sales and Begins to Diversify Cash Holdings to Include Bitcoin with Serie...,2022-04-21 12:30:00,-0.049258860123184034,-1
2022-04-21 14:23:00,"                             Coinbase, Block, Silvergate, and Other Crypto Stocks Rise as Bitcoin Nears $43,000 -- Barrons.com",2022-04-21 14:23:00,-0.06358896713615025,-1
2022-04-21 15:27:00,  Bitcoin Faces a New Threat: Algorithmic Stablecoins -- Barrons.com,2022-04-21 15:27:00,-0.06459475599778053,-1
2022-04-21 19:25:00,"  Press Release: eWorld Companies, Inc. Plans Major Marketing Push for its Bitcoin Wine NFT Project",2022-04-21 19:25:00,-0.0446706052568121,-1
2022-04-22 10:00:00,"  DGAP-AFR: Iconic Funds BTC ETN GmbH: Preliminary announcement of the publication of financial reports according to Articles 114, 115, 117 of...",2022-04-22 10:00:00,-0.019091714148928518,-1
2022-04-22 11:07:00,  Bitcoin Prices Tumbling as Cryptos Pressured by Hawkish Fed -- Barrons.com,2022-04-22 11:07:00,-0.02134990785527613,-1
2022-04-22 14:00:00,  Press Release: 'The ICOA Fund': The Revealed Brand Name of Soon-To-Launch BTC-denominated Fund,2022-04-22 14:00:00,-0.015314142159693511,-1
2022-04-22 21:56:00,  The Ukraine War and Inflation Are Pushing Gold Higher. Why Crypto Won't Change That. -- Barrons.com,2022-04-22 21:56:00,0.006520042068695497,0
2022-04-23 01:30:00,"  Gold Is Going Higher, And It's Not Just Gold Bugs Who Think So -- Barron's",2022-04-23 01:30:00,-0.0009567955825918739,0
2022-04-23 01:40:00,  Press Release: TradeUP Global Corporation Announces Shareholder Approval of Business Combination with SAITECH Limited,2022-04-23 01:40:00,-0.0018617066923508618,0
2022-04-25 09:01:00,  Bitcoin Prices Fall as Crypto Market Slammed by Hawkish Fed Expectations -- Barrons.com,2022-04-25 09:01:00,0.0546570499988408,1
2022-04-25 20:15:00,  Press Release: Cipher Mining Announces Date of First Quarter 2022 Business Update Conference Call,2022-04-25 20:15:00,-0.054064642946452746,-1
2022-04-26 04:01:00,  *Fidelity to Allow Retirement Savers to Put Bitcoin in 401(k) Accounts -- WSJ,2022-04-26 04:01:00,-0.05515953145514141,-1
2022-04-26 04:30:00,                             Fidelity to Allow Retirement Savers to Put Bitcoin in 401(k) Accounts,2022-04-26 04:30:00,-0.05376484720583241,-1
2022-04-26 06:33:00,                             Fidelity to Allow Bitcoin in 401(k)s -- WSJ,2022-04-26 06:33:00,-0.048359951304284166,-1
2022-04-26 09:27:00,  Bitcoin Prices Rise and Dogecoin Soars After Tech Stock Rally Lifts Cryptos -- Barrons.com,2022-04-26 09:27:00,-0.03665875344973368,-1
2022-04-26 10:45:00,                             Twitter's Embrace of Elon Musk's Bid Suggests a First-Quarter Disappointment -- Barrons.com,2022-04-26 10:45:00,-0.033177074910679116,-1
2022-04-26 13:00:00,  Press Release: CleanSpark Finalizes $35 Million in Financing from Trinity Capital,2022-04-26 13:00:00,-0.030948785237487786,-1
2022-04-26 15:00:00,  Press Release: Most Powerful Crypto Miners in the World released by Bitramo,2022-04-26 15:00:00,-0.011626401630988825,-1
2022-04-26 20:36:00,  Top News Today: Stocks Slide; Tesla Down after Musk's Twitter Deal; GE Down after 1Q Earnings,2022-04-26 20:36:00,0.02655183488343127,1
2022-04-27 10:22:00,  Press Release: Harvest Trading Cap Academy joins Salvadoran authorities to train young people on Bitcoin,2022-04-27 10:22:00,0.016000141374322485,1
2022-04-27 12:28:00,  Press Release: AdvisorShares Launches Managed Bitcoin Strategy ETF (Ticker: CRYP),2022-04-27 12:28:00,0.018165117817366738,1
2022-04-27 12:31:00,  Bitcoin Prices Slide After Tech Stock Selloff. Why Cryptos May Be Ready to Pop. -- Barrons.com,2022-04-27 12:31:00,0.01961722463541049,1
2022-04-27 12:59:00,"  Press Release: Riot Blockchain Announces 1 GW Development in Navarro County, Texas",2022-04-27 12:59:00,0.01661087712270448,1
2022-04-27 16:51:00,"  Press Release: Syscoin Goes Live on Cryptocurrency Exchange KuCoin, Furthering its Vision for Blockchain Transformation",2022-04-27 16:51:00,0.01599837732748899,1
2022-04-27 18:14:00,"  Press Release: LQwD joins Visa's Fintech Fast Track Program, aiming to accelerate growth for the next generation of commerce",2022-04-27 18:14:00,0.026887928104079473,1
2022-04-28 09:50:00,  Cryptocurrency Prices Pop. Bitcoin Whales Keep Feeding. -- Barrons.com,2022-04-28 09:50:00,-0.015832291558759648,-1
2022-04-28 10:44:00,  Press Release: TotalEnergies: First Quarter 2022 Results,2022-04-28 10:44:00,-0.01610685513565213,-1
2022-04-28 10:46:00,  Why User Numbers Are Key for Tech This Earnings Season -- Barrons.com,2022-04-28 10:46:00,-0.02075480495977977,-1
2022-04-28 12:30:00,  Press Release: Zymeworks Reports Last Patient Enrolled in Pivotal Study of Zanidatamab in Treatment of HER2-Expressing Late-Line Biliary Tract Cancer,2022-04-28 12:30:00,-0.019808033180869655,-1
2022-04-28 13:00:00,  Press Release: CleanSpark Partners With Sustainable Bitcoin Standard to Double Down on Clean Bitcoin Mining,2022-04-28 13:00:00,-0.015093111322603048,-1
2022-04-28 18:17:00,  Bitcoin Is Now Legal Tender in Central African Republic. It Could Cause Problems. -- Barrons.com,2022-04-28 18:17:00,-0.03736596399714143,-1
2022-04-29 01:55:00,  *Labor Department Official: We Have 'Grave Concerns' About Fidelity's Bitcoin 401(k) Plan -- WSJ,2022-04-29 01:55:00,-0.027991776745111552,-1
2022-04-29 02:30:00,  Labor Department Criticizes Fidelity’s Bitcoin Plan,2022-04-29 02:30:00,-0.025129055675425005,-1
2022-04-29 06:32:00,  Labor Department Criticizes Fidelity's Plan to Put Bitcoin on 401(k) Menu -- WSJ,2022-04-29 06:32:00,-0.020534179250460083,-1
2022-04-29 08:00:00,  Elizabeth Stark -- Barrons.com,2022-04-29 08:00:00,-0.024851189199094792,-1
2022-04-29 11:14:00,  Bitcoin Prices Slip. The Crypto Market Awaits Next Week's Fed Meeting. -- Barrons.com,2022-04-29 11:14:00,-0.0051742527697486995,0
2022-04-29 11:59:00,"  Press Release: Bit Digital, Inc. Announces Bitcoin Production and Mining Operations Update for the First Quarter of 2022",2022-04-29 11:59:00,-0.004176049573749729,0
